A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0	0	#	#	0	#	0	0.03125	0.5	7	0	3973	359	0.5	0	228	456
#	1	#	#	1	#	0	0.03142189177429895	0.5005488474204172	2	0	3986	361	0.3333333333333333	0	456	911
1	#	0	#	#	#	1	0.030736593872633996	0.49834619625137816	5	0	3996	363	0.3333333333333333	0	452	907
0	0	0	#	1	1	0	1.0	1.0	7	0	3971	363	0.8333333333333334	0	114	114
1	0	0	#	0	#	0	1.0	1.0	12	0	3994	366	0.6666666666666666	0	227	227
0	#	#	1	#	0	0	0.0009982630410102365	0.2511013215859031	3	0	3962	366	0.5	0	114	454
#	1	1	1	#	1	1	1.0	1.0	10	0	3980	367	0.6666666666666666	0	226	226
1	#	#	#	1	0	1	0.03022437870863293	0.49667405764966743	2	0	3947	368	0.5	0	224	451
#	0	#	0	0	#	0	0.23556747178726203	0.748898678414097	8	0	3994	368	0.5	0	340	454
#	1	#	0	0	#	1	0.0009765625	0.25	2	0	3996	369	0.5	0	114	456
1	1	1	#	0	0	0	1.0	1.0	11	0	3992	370	0.8333333333333334	0	114	114
0	#	#	0	0	#	0	0.23469696901276463	0.7483443708609272	5	0	3982	371	0.5	0	339	453
#	1	1	1	0	0	1	0.03125	0.5	6	0	3957	372	0.8333333333333334	0	57	114
0	#	#	0	#	#	0	0.23556747178726203	0.748898678414097	8	0	3985	372	0.3333333333333333	0	680	908
0	1	1	0	0	0	0	1.0	1.0	7	0	3954	373	1.0	0	56	56
0	#	1	#	0	1	1	0.23556747178726203	0.748898678414097	4	0	3983	375	0.6666666666666666	0	170	227
#	#	#	0	0	0	0	0.5104872735134234	0.8741721854304636	9	0	3994	378	0.5	0	396	453
#	1	0	0	1	#	0	0.23556747178726203	0.748898678414097	7	0	3985	379	0.6666666666666666	0	170	227
0	0	0	#	1	0	1	0.0	0.0	4	0	380	380	0.8333333333333334	0	0	113
#	0	#	0	#	0	0	0.03159644894038385	0.5011037527593819	4	0	3994	383	0.5	0	227	453
1	#	#	0	0	#	0	0.23556747178726203	0.748898678414097	11	0	3994	385	0.5	0	340	454
#	1	1	#	#	0	1	0.0009238449800191408	0.24724061810154527	2	0	3957	389	0.5	0	112	453
#	#	#	1	0	1	1	0.09557907698928574	0.6252771618625277	5	0	3998	389	0.5	0	282	451
0	0	0	#	#	1	0	1.0	1.0	13	0	3973	390	0.6666666666666666	0	224	224
#	1	#	#	1	#	1	0.03090431756210774	0.4988888888888889	1	0	3995	391	0.3333333333333333	0	449	900
0	#	1	0	0	1	1	0.03125	0.5	1	0	3983	394	0.8333333333333334	0	57	114
0	#	#	0	1	#	0	0.23555207562299793	0.7488888888888889	6	0	3985	398	0.5	0	337	450
1	#	0	#	1	1	0	0.0	0.0	1	0	399	399	0.6666666666666666	0	0	225
0	0	#	1	1	#	1	0.03195064477981338	0.5022222222222222	3	0	3990	401	0.6666666666666666	0	113	225
1	0	0	#	0	1	0	1.0	1.0	8	0	3977	401	0.8333333333333334	0	112	112
#	1	0	0	1	0	0	1.0	1.0	14	0	3985	402	0.8333333333333334	0	112	112
0	1	#	0	0	1	0	1.0	1.0	12	0	3982	402	0.8333333333333334	0	112	112
1	0	0	1	0	#	0	1.0	1.0	9	0	3966	407	0.8333333333333334	0	112	112
0	1	#	1	0	1	1	1.0	1.0	11	0	3998	408	0.8333333333333334	0	113	113
1	1	0	0	1	#	0	0.03125	0.5	6	0	3949	414	0.8333333333333334	0	56	112
1	1	#	#	#	0	0	1.0	1.0	9	0	3992	414	0.5	0	448	448
0	#	0	#	1	0	0	0.2373046875	0.75	5	0	3985	419	0.6666666666666666	0	168	224
1	0	0	1	0	1	0	1.0	1.0	11	0	3942	422	1.0	0	55	55
#	1	0	0	#	1	0	0.03125	0.5	4	0	3972	430	0.6666666666666666	0	112	224
#	0	0	0	#	1	0	0.2408892855082417	0.7522522522522522	9	0	3977	434	0.6666666666666666	0	167	222
#	#	0	0	0	#	1	3.12079931134982e-05	0.12556053811659193	2	0	3996	436	0.5	0	56	446
#	#	#	#	1	0	1	0.030552483473538807	0.49774774774774777	2	0	3978	436	0.3333333333333333	0	442	888
#	#	#	0	1	#	0	0.031602705229322514	0.501123595505618	4	0	3985	438	0.3333333333333333	0	446	890
1	#	#	#	0	1	0	0.03125	0.5	5	0	3999	439	0.5	0	222	444
1	0	0	#	1	#	1	1.0	1.0	9	0	3991	443	0.6666666666666666	0	221	221
#	#	0	0	0	1	0	0.23553640412115903	0.7488789237668162	7	0	3977	443	0.6666666666666666	0	167	223
0	1	0	1	1	0	1	1.0	1.0	11	0	3968	444	1.0	0	56	56
1	#	1	0	1	#	1	0.23376289008649898	0.7477477477477478	3	0	3997	445	0.6666666666666666	0	166	222
1	1	#	0	1	#	0	0.031963440904756266	0.502262443438914	2	0	3975	446	0.6666666666666666	0	111	221
#	1	1	#	#	1	1	0.2364132358880856	0.7494356659142212	4	0	3993	447	0.5	0	332	443
#	0	#	#	0	0	0	0.2373046875	0.75	11	0	3994	450	0.5	0	333	444
#	0	0	#	0	1	0	1.0	1.0	12	0	3977	451	0.6666666666666666	0	222	222
0	1	1	0	#	0	0	1.0	1.0	10	0	3981	456	0.8333333333333334	0	111	111
0	0	0	0	0	0	0	1.0	1.0	16	0	3946	458	1.0	0	55	55
0	0	#	0	#	#	0	0.03054935585203235	0.497737556561086	7	0	3976	459	0.5	0	220	442
0	1	0	#	0	1	1	0.03268325038712486	0.5045045045045045	2	0	3998	461	0.8333333333333334	0	56	111
#	1	#	0	#	1	0	0.03054935585203235	0.497737556561086	1	0	3982	462	0.5	0	220	442
1	0	0	0	#	0	1	0.02986747807348717	0.4954954954954955	3	0	3937	466	0.8333333333333334	0	55	111
0	#	#	#	#	1	0	0.03054935585203235	0.497737556561086	2	0	3982	466	0.3333333333333333	0	440	884
1	0	1	0	0	0	0	1.0	1.0	14	0	3989	469	1.0	0	55	55
1	#	#	#	0	1	1	0.031604304766975365	0.5011286681715575	2	0	3996	470	0.5	0	222	443
#	0	1	#	#	1	1	0.2355204498291332	0.748868778280543	1	0	3997	474	0.5	0	331	442
#	#	0	1	0	#	0	0.09429106082534106	0.6235827664399093	6	0	3973	474	0.5	0	275	441
0	#	1	0	#	#	0	0.03125	0.5	4	0	3982	476	0.5	0	220	440
0	1	#	1	0	#	1	1.0	1.0	10	0	3998	478	0.6666666666666666	0	220	220
1	0	1	0	0	#	0	1.0	1.0	7	0	3989	483	0.8333333333333334	0	110	110
1	1	#	0	0	0	1	0.0	0.0	2	0	485	485	0.8333333333333334	0	0	110
1	1	#	0	0	1	1	1.0	1.0	6	0	3996	486	0.8333333333333334	0	110	110
0	0	0	1	1	0	1	0.0	0.0	2	0	490	490	1.0	0	0	55
1	0	#	#	0	#	0	1.0	1.0	9	0	3999	490	0.5	0	439	439
1	1	1	#	#	0	0	1.0	1.0	3	0	3992	491	0.6666666666666666	0	220	220
#	0	0	0	0	#	0	1.0	1.0	14	0	3994	491	0.6666666666666666	0	219	219
0	#	#	1	#	#	1	0.23640512565700972	0.7494305239179955	2	0	3998	493	0.3333333333333333	0	658	878
0	0	0	0	0	#	1	0.0	0.0	2	0	494	494	0.8333333333333334	0	0	108
0	1	0	1	#	1	0	0.0	0.0	1	0	496	496	0.8333333333333334	0	0	110
1	0	#	1	0	1	0	1.0	1.0	10	0	3999	496	0.8333333333333334	0	109	109
0	#	1	1	0	1	1	1.0	1.0	12	0	3980	499	0.8333333333333334	0	109	109
1	0	#	0	1	1	1	1.0	1.0	13	0	3997	502	0.8333333333333334	0	109	109
1	0	0	0	#	#	1	0.029842576058803316	0.4954128440366973	4	0	3938	503	0.6666666666666666	0	108	218
#	0	#	1	0	#	0	0.2382111214612028	0.7505720823798627	9	0	3999	506	0.5	0	328	437
#	#	#	1	#	1	1	0.2373046875	0.75	4	0	3998	511	0.3333333333333333	0	654	872
0	1	1	0	1	0	0	1.0	1.0	15	0	3981	511	1.0	0	55	55
#	#	0	#	1	1	0	0.0075298581327189786	0.3761467889908257	2	0	3972	512	0.5	0	164	436
#	#	1	#	0	0	0	0.09690487579614902	0.6270022883295194	7	0	3992	513	0.5	0	274	437
0	#	0	#	0	1	1	0.0010459592818947848	0.2534562211981567	2	0	3998	518	0.6666666666666666	0	55	217
1	0	#	#	#	1	0	0.030539802411382835	0.49770642201834864	4	0	3999	521	0.5	0	217	436
1	1	1	0	0	#	0	0.03125	0.5	6	0	3992	524	0.8333333333333334	0	55	110
1	0	0	#	#	#	0	0.03125	0.5	2	0	3994	526	0.5	0	217	434
0	0	#	0	0	#	0	0.03125	0.5	5	0	3950	527	0.6666666666666666	0	108	216
1	#	0	1	0	#	0	0.2373046875	0.75	5	0	3970	527	0.6666666666666666	0	162	216
1	1	#	0	#	0	0	1.0	1.0	13	0	3992	532	0.6666666666666666	0	217	217
0	1	#	#	1	0	0	0.03125	0.5	1	0	3985	532	0.6666666666666666	0	108	216
1	1	0	0	#	0	1	0.0	0.0	3	0	535	535	0.8333333333333334	0	0	108
1	1	#	#	1	0	0	1.0	1.0	9	0	3986	537	0.6666666666666666	0	216	216
0	1	0	1	0	1	1	1.0	1.0	7	0	3998	538	1.0	0	55	55
0	0	0	1	0	1	1	0.0	0.0	1	0	539	539	1.0	0	0	54
1	0	0	#	#	1	0	0.03125	0.5	2	0	3977	542	0.6666666666666666	0	108	216
1	1	#	1	0	0	0	1.0	1.0	11	0	3974	542	0.8333333333333334	0	108	108
#	0	0	1	#	#	0	0.2373046875	0.75	5	0	3973	549	0.5	0	324	432
0	1	#	0	#	#	0	1.0	1.0	16	0	3985	559	0.5	0	431	431
1	1	#	#	1	#	0	0.031615921068064295	0.5011655011655012	2	0	3986	560	0.5	0	215	429
0	0	#	0	#	1	0	0.030529984854271264	0.49767441860465117	5	0	3971	562	0.6666666666666666	0	107	215
0	#	1	0	#	0	0	0.030529984854271264	0.49767441860465117	2	0	3981	566	0.6666666666666666	0	107	215
0	1	1	0	0	#	0	1.0	1.0	13	0	3982	567	0.8333333333333334	0	107	107
#	#	1	0	1	0	0	0.031983536114044836	0.5023255813953489	2	0	3981	569	0.6666666666666666	0	108	215
1	0	#	1	0	0	0	1.0	1.0	10	0	3984	570	0.8333333333333334	0	108	108
0	0	#	0	1	1	0	0.03125	0.5	1	0	3971	574	0.8333333333333334	0	54	108
1	#	0	1	0	1	0	0.03125	0.5	2	0	3942	574	0.8333333333333334	0	53	106
1	0	0	0	1	#	1	1.0	1.0	10	0	3938	578	0.8333333333333334	0	106	106
0	0	#	0	0	1	0	0.02981676068313592	0.4953271028037383	5	0	3950	578	0.8333333333333334	0	53	107
#	0	0	1	0	0	0	1.0	1.0	8	0	3966	584	0.8333333333333334	0	106	106
#	0	1	#	1	0	1	1.0	1.0	11	0	3978	585	0.6666666666666666	0	213	213
#	1	#	0	1	#	0	0.23916735251118634	0.7511737089201878	8	0	3985	586	0.5	0	320	426
0	0	0	1	#	#	1	0.0	0.0	1	0	591	591	0.6666666666666666	0	0	212
1	#	0	1	0	0	0	1.0	1.0	10	0	3970	592	0.8333333333333334	0	106	106
1	#	#	#	1	1	1	1.0	1.0	9	0	3997	594	0.5	0	427	427
#	0	#	#	1	0	1	0.2373046875	0.75	7	0	3978	596	0.5	0	318	424
1	1	0	0	0	1	0	0.0	0.0	2	0	600	600	1.0	0	0	54
1	#	0	0	#	1	1	0.23916735251118634	0.7511737089201878	6	0	3996	601	0.6666666666666666	0	160	213
0	0	0	1	1	0	0	1.0	1.0	9	0	3952	601	1.0	0	53	53
1	0	1	0	0	1	0	1.0	1.0	12	0	3955	603	1.0	0	53	53
1	0	1	#	1	#	1	1.0	1.0	15	0	3997	607	0.6666666666666666	0	212	212
0	0	0	1	1	#	0	1.0	1.0	6	0	3960	610	0.8333333333333334	0	106	106
0	1	1	#	1	0	0	0.03125	0.5	5	0	3981	611	0.8333333333333334	0	53	106
1	1	1	1	0	0	0	1.0	1.0	13	0	3974	612	1.0	0	53	53
1	0	#	0	0	1	0	1.0	1.0	12	0	3977	613	0.8333333333333334	0	106	106
0	1	#	#	0	1	1	0.03125	0.5	3	0	3998	615	0.6666666666666666	0	106	212
#	0	1	#	1	#	1	1.0	1.0	13	0	3997	616	0.5	0	421	421
#	1	#	#	1	0	1	0.0009765625	0.25	3	0	3968	618	0.5	0	106	424
1	1	1	0	#	0	0	1.0	1.0	14	0	3992	618	0.8333333333333334	0	106	106
0	1	1	1	0	#	1	1.0	1.0	11	0	3980	619	0.8333333333333334	0	106	106
0	1	#	0	0	1	1	0.0	0.0	1	0	620	620	0.8333333333333334	0	0	106
#	1	0	1	0	1	1	1.0	1.0	6	0	3998	621	0.8333333333333334	0	105	105
0	#	0	#	1	1	0	0.2373046875	0.75	7	0	3972	624	0.6666666666666666	0	159	212
0	0	#	#	1	#	0	0.03125	0.5	5	0	3976	626	0.5	0	211	422
0	1	#	0	1	#	0	1.0	1.0	8	0	3985	627	0.6666666666666666	0	211	211
1	0	1	#	1	#	0	0.0	0.0	2	0	628	628	0.6666666666666666	0	0	210
1	0	1	#	0	#	0	1.0	1.0	8	0	3999	628	0.6666666666666666	0	211	211
1	#	#	0	0	1	0	0.030516464645079823	0.4976303317535545	2	0	3977	632	0.6666666666666666	0	105	211
#	#	1	1	0	0	1	0.030516464645079823	0.4976303317535545	4	0	3969	633	0.6666666666666666	0	105	211
0	1	1	#	0	#	0	0.03125	0.5	4	0	3982	634	0.6666666666666666	0	105	210
0	0	1	1	1	0	1	1.0	1.0	12	0	3943	636	1.0	0	52	52
#	1	0	0	1	0	1	0.0	0.0	1	0	636	636	0.8333333333333334	0	0	105
0	1	0	#	1	0	0	0.032766711146467724	0.5047619047619047	3	0	3985	640	0.8333333333333334	0	53	105
0	#	0	1	0	1	0	0.03125	0.5	5	0	3973	641	0.8333333333333334	0	53	106
1	#	0	0	#	1	0	0.0010239597233271164	0.2523809523809524	3	0	3977	646	0.6666666666666666	0	53	210
0	0	#	0	1	1	1	0.032766711146467724	0.5047619047619047	5	0	3987	646	0.8333333333333334	0	53	105
#	1	1	0	0	#	0	0.23543615595810224	0.7488151658767772	4	0	3992	650	0.6666666666666666	0	158	211
0	1	1	1	0	0	1	1.0	1.0	9	0	3957	651	1.0	0	52	52
0	1	1	#	#	#	1	0.030877092579160565	0.4988009592326139	2	0	3980	653	0.5	0	208	417
1	0	0	1	#	1	0	0.02978998076688114	0.49523809523809526	2	0	3942	655	0.8333333333333334	0	52	105
1	1	0	1	#	0	0	1.0	1.0	10	0	3970	656	0.8333333333333334	0	104	104
0	#	0	0	0	1	1	0.0	0.0	1	0	660	660	0.8333333333333334	0	0	104
1	1	0	0	1	1	1	1.0	1.0	9	0	3964	666	1.0	0	52	52
0	#	0	1	#	0	1	0.03125	0.5	4	0	3968	666	0.6666666666666666	0	104	208
0	1	0	0	#	1	1	0.0	0.0	1	0	667	667	0.8333333333333334	0	0	104
0	1	0	#	1	0	1	0.03125	0.5	3	0	3968	669	0.8333333333333334	0	52	104
1	1	#	1	1	0	0	1.0	1.0	8	0	3986	669	0.8333333333333334	0	104	104
1	#	1	#	0	0	0	1.0	1.0	11	0	3992	677	0.6666666666666666	0	208	208
0	1	#	#	1	#	1	0.03125	0.5	6	0	3995	678	0.5	0	208	416
1	1	#	#	#	0	1	0.0	0.0	1	0	679	679	0.5	0	0	416
1	0	1	#	0	0	0	1.0	1.0	7	0	3989	681	0.8333333333333334	0	104	104
1	1	1	0	1	0	1	0.0	0.0	2	0	684	684	1.0	0	0	52
#	#	0	1	0	#	1	0.007208640141632674	0.3728813559322034	1	0	3998	686	0.5	0	154	413
#	0	1	#	0	0	0	0.03125	0.5	5	0	3989	687	0.6666666666666666	0	104	208
0	#	1	1	#	1	1	1.0	1.0	7	0	3990	688	0.6666666666666666	0	208	208
1	0	#	0	#	1	1	0.03125	0.5	2	0	3997	691	0.6666666666666666	0	103	206
0	#	0	1	1	1	0	0.03125	0.5	3	0	3960	695	0.8333333333333334	0	52	104
1	#	1	0	0	0	0	1.0	1.0	6	0	3992	695	0.8333333333333334	0	104	104
0	#	0	0	#	#	1	0.0	0.0	2	0	699	699	0.5	0	0	413
1	1	0	#	1	0	0	1.0	1.0	10	0	3965	701	0.8333333333333334	0	102	102
1	1	0	1	0	1	1	1.0	1.0	4	0	3945	709	1.0	0	51	51
1	0	1	0	1	1	1	1.0	1.0	12	0	3997	710	1.0	0	52	52
1	0	0	#	#	1	1	0.03125	0.5	3	0	3991	710	0.6666666666666666	0	103	206
1	0	0	1	#	#	0	0.030495204742989977	0.4975609756097561	2	0	3966	711	0.6666666666666666	0	102	205
1	0	0	0	#	#	0	0.03201966753389402	0.5024390243902439	3	0	3994	714	0.6666666666666666	0	103	205
0	#	0	0	1	#	1	0.0	0.0	1	0	717	717	0.6666666666666666	0	0	205
1	0	#	#	1	0	1	1.0	1.0	9	0	3947	721	0.6666666666666666	0	204	204
1	0	0	0	1	#	0	0.0	0.0	1	0	725	725	0.8333333333333334	0	0	102
#	0	1	0	#	0	0	0.0009765625	0.25	1	0	3989	730	0.6666666666666666	0	51	204
1	#	0	0	1	#	1	0.2373046875	0.75	8	0	3964	736	0.6666666666666666	0	153	204
#	0	#	#	0	1	0	0.2373046875	0.75	4	0	3999	737	0.5	0	306	408
1	0	1	#	#	0	0	0.03202732517664226	0.5024630541871922	1	0	3989	738	0.6666666666666666	0	102	203
#	0	1	#	#	#	1	0.23633451428029112	0.7493857493857494	3	0	3997	739	0.3333333333333333	0	610	814
1	1	1	1	#	0	0	1.0	1.0	7	0	3986	741	0.8333333333333334	0	102	102
1	0	0	1	#	0	0	0.03125	0.5	5	0	3966	742	0.8333333333333334	0	51	102
#	0	1	#	0	1	0	0.03125	0.5	4	0	3999	748	0.6666666666666666	0	102	204
1	0	#	#	#	0	1	0.0297333027377109	0.49504950495049505	2	0	3947	749	0.5	0	200	404
#	0	0	#	1	#	0	0.03242468166808801	0.5037037037037037	2	0	3976	751	0.5	0	204	405
#	1	#	1	0	1	1	1.0	1.0	4	0	3998	752	0.6666666666666666	0	202	202
#	0	0	#	1	0	1	0.030480333386234557	0.4975124378109453	3	0	3947	752	0.6666666666666666	0	100	201
0	0	0	1	0	1	0	1.0	1.0	14	0	3973	753	1.0	0	51	51
#	0	0	1	1	0	0	0.03125	0.5	1	0	3952	753	0.8333333333333334	0	50	100
1	0	#	#	0	1	0	1.0	1.0	10	0	3999	755	0.6666666666666666	0	202	202
0	0	1	1	0	#	1	1.0	1.0	8	0	3969	758	0.8333333333333334	0	101	101
1	#	1	#	0	1	0	0.03125	0.5	2	0	3999	758	0.6666666666666666	0	101	202
#	1	0	#	0	#	0	0.03202732517664226	0.5024630541871922	3	0	3970	759	0.5	0	204	406
0	#	#	1	0	1	1	0.23536276106000156	0.7487684729064039	3	0	3998	761	0.6666666666666666	0	152	203
1	#	1	#	1	0	1	0.0297333027377109	0.49504950495049505	2	0	3939	763	0.6666666666666666	0	100	202
0	0	0	0	1	1	0	1.0	1.0	6	0	3971	768	1.0	0	51	51
#	0	1	#	1	0	0	0.0	0.0	2	0	769	769	0.6666666666666666	0	0	201
0	1	0	1	#	#	0	0.0	0.0	2	0	773	773	0.6666666666666666	0	0	202
1	0	1	0	0	1	1	0.0	0.0	1	0	778	778	1.0	0	0	50
#	0	#	1	#	0	0	0.031641599121111974	0.5012468827930174	4	0	3984	778	0.5	0	201	401
#	#	#	0	0	#	0	0.235343502496118	0.7487562189054726	3	0	3994	790	0.3333333333333333	0	602	804
1	1	#	0	1	0	0	1.0	1.0	11	0	3975	793	0.8333333333333334	0	100	100
0	0	1	1	0	1	1	1.0	1.0	7	0	3953	794	1.0	0	50	50
#	0	#	0	0	1	0	0.2373046875	0.75	7	0	3977	798	0.6666666666666666	0	150	200
#	#	0	#	1	0	0	0.095367431640625	0.625	1	0	3985	799	0.5	0	250	400
#	0	0	1	1	#	0	0.03125	0.5	2	0	3960	800	0.6666666666666666	0	100	200
1	0	1	#	0	#	1	0.0	0.0	1	0	807	807	0.6666666666666666	0	0	200
0	0	0	0	0	1	0	1.0	1.0	6	0	3950	810	1.0	0	50	50
1	0	0	#	1	0	0	0.0	0.0	1	0	811	811	0.8333333333333334	0	0	98
0	#	1	#	#	#	1	0.2382975927545636	0.7506265664160401	2	0	3990	814	0.3333333333333333	0	599	798
1	0	1	1	0	#	0	1.0	1.0	5	0	3999	817	0.8333333333333334	0	100	100
0	1	1	0	0	1	0	1.0	1.0	12	0	3982	819	1.0	0	50	50
0	#	0	0	1	1	1	0.0	0.0	2	0	820	820	0.8333333333333334	0	0	100
#	0	1	1	0	#	1	0.030472675780659153	0.49748743718592964	4	0	3969	822	0.6666666666666666	0	99	199
#	0	0	0	#	1	1	0.000928227538466699	0.2474747474747475	1	0	3938	827	0.6666666666666666	0	49	198
1	0	#	#	0	#	1	0.0	0.0	1	0	828	828	0.5	0	0	398
1	#	0	#	1	#	1	0.23831277732850406	0.7506361323155216	6	0	3991	829	0.5	0	295	393
0	0	0	#	0	1	0	1.0	1.0	11	0	3973	839	0.8333333333333334	0	98	98
0	1	1	0	1	#	1	0.0	0.0	1	0	840	840	0.8333333333333334	0	0	99
1	#	1	#	#	#	0	0.03164656852705279	0.5012626262626263	1	0	3999	841	0.3333333333333333	0	397	792
0	0	1	1	1	1	1	1.0	1.0	6	0	3990	841	1.0	0	50	50
#	0	1	0	1	1	1	1.0	1.0	5	0	3997	844	0.8333333333333334	0	100	100
1	1	0	#	1	1	1	1.0	1.0	12	0	3964	846	0.8333333333333334	0	98	98
0	#	1	0	#	1	0	0.030464864277039455	0.49746192893401014	3	0	3982	849	0.6666666666666666	0	98	197
0	1	0	#	1	#	0	0.030464864277039455	0.49746192893401014	1	0	3985	850	0.6666666666666666	0	98	197
1	#	1	0	0	1	0	0.029703281230934367	0.494949494949495	4	0	3955	851	0.8333333333333334	0	49	99
0	0	0	1	#	1	0	1.0	1.0	8	0	3973	856	0.8333333333333334	0	98	98
1	#	#	#	0	0	1	0.0	0.0	1	0	858	858	0.5	0	0	392
0	1	1	#	#	1	0	0.03125	0.5	2	0	3982	865	0.6666666666666666	0	98	196
0	#	#	1	#	#	0	0.0009765625	0.25	2	0	3973	867	0.3333333333333333	0	196	784
1	#	1	1	#	0	0	0.24345215148144456	0.7538461538461538	8	0	3986	869	0.6666666666666666	0	147	195
#	#	#	#	0	#	1	0.007360653444323607	0.3744408945686901	1	0	3998	871	0.16666666666666666	0	586	1565
1	0	1	#	1	1	1	1.0	1.0	10	0	3997	874	0.8333333333333334	0	98	98
#	0	0	0	0	1	0	1.0	1.0	9	0	3977	874	0.8333333333333334	0	98	98
0	0	#	1	0	0	0	0.03125	0.5	5	0	3962	876	0.8333333333333334	0	49	98
1	0	0	0	0	0	1	0.0	0.0	2	0	888	888	1.0	0	0	49
#	1	0	0	0	1	0	0.03125	0.5	4	0	3967	889	0.8333333333333334	0	49	98
0	1	1	#	#	0	1	0.030448760638390616	0.49740932642487046	2	0	3957	891	0.6666666666666666	0	96	193
1	#	0	0	1	#	0	0.0009515237699497068	0.24870466321243523	1	0	3949	891	0.6666666666666666	0	48	193
0	0	0	1	1	#	1	0.0	0.0	2	0	894	894	0.8333333333333334	0	0	96
0	0	#	1	1	0	0	0.03125	0.5	4	0	3952	903	0.8333333333333334	0	48	96
1	0	1	1	1	0	1	1.0	1.0	7	0	3939	904	1.0	0	48	48
#	1	0	1	#	0	1	0.03125	0.5	1	0	3968	905	0.6666666666666666	0	96	192
1	#	1	1	0	#	1	0.0009272514843591112	0.24742268041237114	1	0	3941	908	0.6666666666666666	0	48	194
1	#	#	#	1	0	0	0.03165795792034405	0.5012987012987012	6	0	3986	908	0.5	0	193	385
0	1	0	0	0	#	1	0.0	0.0	1	0	911	911	0.8333333333333334	0	0	96
#	#	#	#	1	1	1	0.2403865252435786	0.751937984496124	5	0	3997	912	0.3333333333333333	0	582	774
#	0	1	0	0	#	1	0.030448760638390616	0.49740932642487046	4	0	3983	912	0.6666666666666666	0	96	193
#	1	0	#	1	0	0	0.2373046875	0.75	2	0	3985	921	0.6666666666666666	0	144	192
0	0	#	#	#	1	0	0.03125	0.5	5	0	3973	924	0.5	0	192	384
0	0	0	1	0	0	0	1.0	1.0	11	0	3962	925	1.0	0	48	48
0	#	1	#	0	#	1	0.2373046875	0.75	6	0	3983	925	0.5	0	288	384
#	0	1	0	1	1	0	0.0	0.0	1	0	928	928	0.8333333333333334	0	0	96
#	1	#	1	1	0	0	0.03125	0.5	1	0	3986	928	0.6666666666666666	0	96	192
0	1	#	#	0	1	0	0.03125	0.5	7	0	3982	931	0.6666666666666666	0	96	192
1	1	1	1	#	#	1	0.030440458544253514	0.4973821989528796	1	0	3944	933	0.6666666666666666	0	95	191
1	1	#	1	#	0	0	1.0	1.0	12	0	3986	936	0.6666666666666666	0	192	192
0	0	#	#	1	1	0	0.03125	0.5	1	0	3971	937	0.6666666666666666	0	96	192
1	0	#	#	1	1	1	1.0	1.0	9	0	3997	940	0.6666666666666666	0	191	191
0	#	0	1	#	0	0	0.03207667389636223	0.5026178010471204	3	0	3962	940	0.6666666666666666	0	96	191
#	1	#	0	1	0	1	0.0	0.0	1	0	941	941	0.6666666666666666	0	0	191
#	1	1	1	#	#	1	0.2342067575938101	0.7480314960629921	5	0	3980	948	0.5	0	285	381
0	1	1	0	1	#	0	1.0	1.0	8	0	3981	948	0.8333333333333334	0	95	95
1	0	1	0	#	0	0	0.03292972928788389	0.5052631578947369	3	0	3989	950	0.8333333333333334	0	48	95
1	0	1	1	0	1	0	1.0	1.0	8	0	3999	952	1.0	0	48	48
0	0	#	1	0	1	0	0.03292972928788389	0.5052631578947369	3	0	3973	952	0.8333333333333334	0	48	95
#	1	0	1	0	1	0	0.0	0.0	1	0	953	953	0.8333333333333334	0	0	95
#	0	1	#	0	#	1	0.03125	0.5	2	0	3983	954	0.5	0	191	382
0	#	1	#	#	0	0	0.0009765625	0.25	1	0	3981	956	0.5	0	95	380
#	#	0	1	1	0	0	0.03125	0.5	1	0	3965	956	0.6666666666666666	0	95	190
#	1	1	#	1	1	0	0.0009765625	0.25	2	0	3948	969	0.6666666666666666	0	47	188
#	0	0	0	0	0	1	0.0	0.0	2	0	973	973	0.8333333333333334	0	0	95
#	#	0	0	1	#	1	0.007317939458699214	0.3740053050397878	1	0	3964	975	0.5	0	141	377
1	1	1	0	0	0	0	1.0	1.0	13	0	3992	978	1.0	0	48	48
1	#	#	#	#	0	0	0.23835563664072584	0.7506631299734748	4	0	3994	981	0.3333333333333333	0	566	754
1	#	1	#	0	#	0	0.23626296528376703	0.7493403693931399	1	0	3999	983	0.5	0	284	379
0	0	#	0	#	0	1	0.03125	0.5	2	0	3979	988	0.6666666666666666	0	94	188
0	1	#	1	#	0	1	1.0	1.0	5	0	3968	989	0.6666666666666666	0	188	188
1	1	0	0	1	#	1	0.03125	0.5	3	0	3964	991	0.8333333333333334	0	47	94
#	1	0	1	#	0	0	0.03125	0.5	2	0	3970	995	0.6666666666666666	0	94	188
0	1	1	1	#	#	1	1.0	1.0	13	0	3980	998	0.6666666666666666	0	188	188
0	1	0	1	1	#	1	1.0	1.0	5	0	3995	999	0.8333333333333334	0	94	94
0	0	0	0	#	1	0	1.0	1.0	13	0	3971	1000	0.8333333333333334	0	94	94
0	#	#	1	#	1	1	0.2373046875	0.75	2	0	3998	1002	0.5	0	282	376
#	1	0	1	#	#	1	0.23519719919186724	0.7486631016042781	4	0	3998	1004	0.5	0	280	374
0	0	1	1	0	0	1	1.0	1.0	6	0	3969	1004	1.0	0	47	47
