A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
1	1	0	1	#	1	1	1.0	1.0	7	0	3951	1876	0.8333333333333334	0	66	66
#	0	1	1	#	1	1	0.2285166075749525	0.7443609022556391	3	0	3990	1878	0.6666666666666666	0	99	133
0	#	#	1	1	#	0	0.0009582753306239003	0.2490566037735849	1	0	3960	1879	0.5	0	66	265
1	0	#	0	#	0	1	0.03125	0.5	2	0	3937	1882	0.6666666666666666	0	66	132
1	1	#	1	0	1	0	0.0	0.0	1	0	1885	1885	0.8333333333333334	0	0	66
#	1	1	0	#	1	0	0.03125	0.5	2	0	3982	1886	0.6666666666666666	0	66	132
0	0	1	0	1	0	1	1.0	1.0	6	0	3978	1889	1.0	0	33	33
#	1	1	0	0	1	0	0.03125	0.5	1	0	3982	1892	0.8333333333333334	0	33	66
0	#	0	#	1	0	1	0.0009765625	0.25	2	0	3968	1897	0.6666666666666666	0	33	132
#	1	1	0	1	0	1	0.0	0.0	1	0	1904	1904	0.8333333333333334	0	0	66
0	0	1	0	1	1	1	1.0	1.0	3	0	3987	1918	1.0	0	33	33
1	#	#	1	#	0	0	0.24345215148144456	0.7538461538461538	6	0	3986	1920	0.5	0	196	260
1	1	1	1	#	0	1	0.0	0.0	2	0	1926	1926	0.8333333333333334	0	0	65
#	0	1	1	1	#	1	1.0	1.0	5	0	3990	1928	0.6666666666666666	0	130	130
0	1	1	1	1	#	1	1.0	1.0	6	0	3959	1930	0.8333333333333334	0	64	64
1	0	0	0	#	1	0	0.03125	0.5	2	0	3977	1931	0.8333333333333334	0	32	64
0	1	#	#	#	0	1	0.03005739359980063	0.49612403100775193	2	0	3968	1931	0.5	0	128	258
0	1	#	#	#	#	0	0.0309477779010002	0.49902912621359224	2	0	3985	1934	0.3333333333333333	0	257	515
1	1	#	0	#	0	1	0.0	0.0	3	0	1934	1934	0.6666666666666666	0	0	129
1	#	0	0	0	1	1	0.03372895734635449	0.5076923076923077	2	0	3996	1937	0.8333333333333334	0	33	65
1	0	1	0	1	0	1	1.0	1.0	4	0	3936	1939	1.0	0	32	32
0	1	0	#	1	#	1	0.03248016536774456	0.5038759689922481	4	0	3995	1941	0.6666666666666666	0	65	129
#	0	1	#	#	#	0	0.000995710201101084	0.2509727626459144	2	0	3999	1943	0.3333333333333333	0	129	514
1	#	1	1	0	1	1	0.028918989154118183	0.49230769230769234	3	0	3941	1948	0.8333333333333334	0	32	65
0	0	1	1	0	0	0	0.0	0.0	1	0	1957	1957	1.0	0	0	32
#	#	1	0	#	#	0	0.03155697210161037	0.5009784735812133	2	0	3992	1960	0.3333333333333333	0	256	511
1	0	1	1	#	0	1	0.02884733658986194	0.49206349206349204	4	0	3939	1962	0.8333333333333334	0	31	63
#	1	1	0	#	1	1	0.032499843160313506	0.5039370078740157	1	0	3993	1964	0.6666666666666666	0	64	127
#	0	1	#	1	1	1	1.0	1.0	5	0	3997	1974	0.6666666666666666	0	128	128
1	1	#	#	#	#	1	0.030034196871882593	0.49604743083003955	2	0	3996	1975	0.3333333333333333	0	251	506
1	#	1	1	0	#	0	0.2467956839986307	0.7559055118110236	4	0	3999	1976	0.6666666666666666	0	96	127
0	0	#	0	0	0	0	0.02884733658986194	0.49206349206349204	5	0	3946	1983	0.8333333333333334	0	31	63
#	0	#	0	#	#	1	0.03156063373953459	0.500990099009901	2	0	3997	1988	0.3333333333333333	0	253	505
1	0	1	1	#	#	0	0.032499843160313506	0.5039370078740157	3	0	3999	1994	0.6666666666666666	0	64	127
#	0	1	#	#	0	1	0.22796316485222398	0.744	6	0	3979	1995	0.5	0	186	250
1	0	#	1	1	0	1	1.0	1.0	4	0	3947	1995	0.8333333333333334	0	62	62
1	#	1	0	0	#	0	0.2342067575938101	0.7480314960629921	3	0	3992	2000	0.6666666666666666	0	95	127
1	0	1	1	0	1	1	0.0	0.0	1	0	2002	2002	1.0	0	0	32
0	0	1	#	#	1	1	1.0	1.0	9	0	3990	2003	0.6666666666666666	0	125	125
1	1	0	#	0	1	1	1.0	1.0	7	0	3996	2004	0.8333333333333334	0	63	63
#	0	0	1	#	1	1	0.001099511627776	0.256	1	0	3991	2006	0.6666666666666666	0	32	125
1	#	#	1	1	0	0	0.03125	0.5	1	0	3986	2006	0.6666666666666666	0	62	124
#	#	0	1	#	1	1	0.097678328378368	0.628	5	0	3998	2007	0.5	0	157	250
1	#	#	0	0	1	1	0.03125	0.5	3	0	3996	2013	0.6666666666666666	0	62	124
0	0	1	#	#	0	1	1.0	1.0	6	0	3979	2018	0.6666666666666666	0	124	124
0	1	#	#	0	0	1	0.030000163240177628	0.4959349593495935	2	0	3957	2022	0.6666666666666666	0	61	123
1	1	0	1	1	#	0	0.03125	0.5	4	0	3965	2022	0.8333333333333334	0	31	62
1	1	1	#	#	0	1	0.0	0.0	1	0	2026	2026	0.6666666666666666	0	0	124
1	1	0	1	1	1	1	1.0	1.0	7	0	3951	2028	1.0	0	31	31
1	#	#	#	1	#	1	0.2348881629707487	0.7484662576687117	1	0	3997	2029	0.3333333333333333	0	366	489
#	#	1	1	0	#	1	0.09421473651266432	0.6234817813765182	2	0	3980	2030	0.5	0	154	247
#	0	1	0	0	1	1	0.03125	0.5	1	0	3983	2034	0.8333333333333334	0	31	62
0	#	1	#	1	1	1	0.24710935412080362	0.7560975609756098	1	0	3990	2038	0.6666666666666666	0	93	123
1	#	0	0	1	0	1	0.03125	0.5	2	0	3937	2040	0.8333333333333334	0	30	60
1	0	1	0	#	0	1	0.028771141871245298	0.4918032786885246	5	0	3936	2053	0.8333333333333334	0	30	61
1	#	1	#	#	0	0	0.2438596708938226	0.7540983606557377	3	0	3992	2055	0.5	0	184	244
0	#	1	1	1	#	1	1.0	1.0	8	0	3990	2058	0.6666666666666666	0	121	121
1	0	1	#	#	1	1	0.03254114951385067	0.5040650406504065	3	0	3997	2058	0.6666666666666666	0	62	123
1	0	1	1	1	0	0	0.0	0.0	2	0	2064	2064	1.0	0	0	30
1	#	#	1	0	1	1	0.029979846186040392	0.49586776859504134	3	0	3945	2067	0.6666666666666666	0	60	121
1	1	0	0	1	1	0	0.0	0.0	2	0	2067	2067	1.0	0	0	30
0	0	1	0	#	0	1	1.0	1.0	3	0	3979	2068	0.8333333333333334	0	60	60
1	#	#	1	0	1	0	0.032562843612755486	0.5041322314049587	1	0	3999	2070	0.6666666666666666	0	61	121
1	#	0	1	0	1	1	0.03125	0.5	2	0	3945	2083	0.8333333333333334	0	30	60
#	#	1	0	1	1	1	0.2373046875	0.75	3	0	3997	2084	0.6666666666666666	0	90	120
1	0	1	1	#	0	0	0.03398961265408045	0.5084745762711864	1	0	3984	2086	0.8333333333333334	0	30	59
#	#	#	1	1	1	1	0.512908935546875	0.875	6	0	3995	2087	0.5	0	210	240
0	0	1	1	1	#	1	1.0	1.0	10	0	3990	2088	0.8333333333333334	0	59	59
1	1	#	1	1	0	1	0.0	0.0	1	0	2091	2091	0.8333333333333334	0	0	60
#	#	#	1	0	1	0	0.007468068678192368	0.3755274261603376	1	0	3999	2094	0.5	0	89	237
1	#	0	1	#	1	1	0.24070441269615173	0.7521367521367521	3	0	3991	2105	0.6666666666666666	0	88	117
#	0	1	1	1	1	1	1.0	1.0	4	0	3990	2108	0.8333333333333334	0	60	60
1	0	0	1	1	0	1	1.0	1.0	5	0	3947	2109	1.0	0	29	29
#	#	1	1	#	0	0	0.00823897596340521	0.3829787234042553	1	0	3986	2117	0.5	0	90	235
0	#	0	1	1	0	0	0.03125	0.5	2	0	3952	2122	0.8333333333333334	0	29	58
0	#	1	0	1	0	1	0.03125	0.5	2	0	3978	2126	0.8333333333333334	0	29	58
0	#	1	#	1	#	1	0.24070441269615173	0.7521367521367521	2	0	3990	2128	0.5	0	176	234
0	0	1	0	#	1	1	1.0	1.0	8	0	3987	2129	0.8333333333333334	0	59	59
1	#	0	#	#	1	1	0.2373046875	0.75	2	0	3996	2145	0.5	0	174	232
#	0	#	1	#	0	1	0.030579424113337098	0.49783549783549785	2	0	3969	2150	0.5	0	115	231
#	#	0	0	1	#	0	0.09958658297887482	0.6304347826086957	4	0	3985	2152	0.5	0	145	230
1	1	#	1	#	0	1	0.0	0.0	1	0	2152	2152	0.6666666666666666	0	0	116
#	0	1	1	#	0	0	0.001065284806061517	0.2543859649122807	1	0	3984	2154	0.6666666666666666	0	29	114
#	0	0	0	1	0	1	0.028603282692162904	0.49122807017543857	3	0	3937	2169	0.8333333333333334	0	28	57
0	#	1	#	#	#	0	0.0009659246658082488	0.24945295404814005	1	0	3982	2175	0.3333333333333333	0	114	457
0	1	#	0	1	0	1	0.0	0.0	1	0	2175	2175	0.8333333333333334	0	0	58
#	#	1	#	#	#	0	0.007524825074417615	0.37609649122807015	2	0	3999	2184	0.16666666666666666	0	343	912
0	#	1	0	1	1	1	0.03125	0.5	4	0	3987	2198	0.8333333333333334	0	28	56
#	#	1	1	0	0	0	0.03125	0.5	1	0	3984	2199	0.6666666666666666	0	56	112
#	1	#	0	1	1	1	0.03125	0.5	2	0	3964	2201	0.6666666666666666	0	56	112
1	0	1	1	#	1	0	0.03125	0.5	1	0	3999	2208	0.8333333333333334	0	28	56
#	#	0	#	0	#	1	0.0009765625	0.25	2	0	3998	2211	0.3333333333333333	0	112	448
#	#	1	0	0	#	1	0.007415771484375	0.375	1	0	3993	2215	0.5	0	84	224
#	#	#	1	#	0	1	0.02986747807348717	0.4954954954954955	1	0	3969	2221	0.3333333333333333	0	220	444
1	0	#	0	0	#	0	1.0	1.0	4	0	3994	2222	0.6666666666666666	0	112	112
#	1	#	1	1	0	1	0.03125	0.5	1	0	3968	2223	0.6666666666666666	0	56	112
#	0	0	1	1	0	1	0.03125	0.5	2	0	3947	2224	0.8333333333333334	0	27	54
1	0	#	1	#	0	1	0.028510535420456874	0.4909090909090909	2	0	3947	2236	0.6666666666666666	0	54	110
#	0	1	#	0	1	1	0.03125	0.5	1	0	3983	2249	0.6666666666666666	0	55	110
#	1	0	#	1	#	1	0.03125	0.5	1	0	3995	2252	0.5	0	109	218
1	1	0	#	0	#	1	0.03271003115460463	0.5045871559633027	2	0	3996	2255	0.6666666666666666	0	55	109
0	0	1	#	1	1	1	1.0	1.0	6	0	3990	2256	0.8333333333333334	0	56	56
1	#	#	1	#	#	0	0.03089245227868702	0.49885057471264366	2	0	3999	2259	0.3333333333333333	0	217	435
#	#	0	1	1	1	1	0.2445834327635345	0.7545454545454545	1	0	3995	2260	0.6666666666666666	0	83	110
0	0	#	1	#	0	1	0.03125	0.5	1	0	3969	2266	0.6666666666666666	0	54	108
#	#	0	1	1	#	1	0.095367431640625	0.625	2	0	3995	2271	0.5	0	135	216
1	1	1	1	#	#	0	0.032737831621428674	0.5046728971962616	1	0	3986	2278	0.6666666666666666	0	54	107
#	1	#	1	0	#	1	0.23178621541003852	0.7464788732394366	4	0	3998	2287	0.5	0	159	213
0	0	1	#	#	0	0	0.0	0.0	1	0	2287	2287	0.6666666666666666	0	0	107
#	1	0	#	0	1	1	0.23363131129320844	0.7476635514018691	4	0	3998	2288	0.6666666666666666	0	80	107
0	0	#	1	#	#	0	0.03125	0.5	1	0	3973	2288	0.5	0	107	214
#	0	1	0	1	0	1	1.0	1.0	3	0	3978	2295	0.8333333333333334	0	53	53
0	1	#	#	1	#	0	0.03199048845210091	0.5023474178403756	2	0	3985	2295	0.5	0	107	213
1	1	1	1	1	0	0	1.0	1.0	2	0	3986	2300	1.0	0	27	27
#	0	1	0	0	1	0	0.028411057026862793	0.49056603773584906	1	0	3955	2301	0.8333333333333334	0	26	53
1	0	#	#	#	#	1	0.030882357036043084	0.4988179669030733	3	0	3997	2313	0.3333333333333333	0	211	423
1	0	1	#	0	0	1	0.0	0.0	1	0	2315	2315	0.8333333333333334	0	0	54
#	1	1	1	1	0	0	0.03125	0.5	1	0	3986	2322	0.8333333333333334	0	26	52
0	#	1	#	0	0	1	0.2373046875	0.75	1	0	3979	2329	0.6666666666666666	0	78	104
1	1	0	#	1	#	1	0.03125	0.5	2	0	3964	2332	0.6666666666666666	0	52	104
1	1	1	0	#	#	0	0.03125	0.5	3	0	3992	2337	0.6666666666666666	0	52	104
0	#	0	1	1	1	1	0.03125	0.5	1	0	3995	2340	0.8333333333333334	0	26	52
0	0	1	#	0	#	1	1.0	1.0	6	0	3983	2359	0.6666666666666666	0	103	103
0	0	1	0	0	0	0	0.0	0.0	1	0	2366	2366	1.0	0	0	26
#	#	#	0	#	#	1	0.007446039899154356	0.3753056234718826	2	0	3997	2368	0.16666666666666666	0	307	818
#	#	0	1	#	1	0	0.007176573287964945	0.37254901960784315	1	0	3973	2369	0.5	0	76	204
1	1	0	0	#	1	1	1.0	1.0	7	0	3996	2371	0.8333333333333334	0	51	51
#	0	1	0	#	#	0	0.0009529751482184368	0.24878048780487805	1	0	3989	2378	0.5	0	51	205
0	1	0	0	#	0	1	0.0	0.0	2	0	2385	2385	0.8333333333333334	0	0	50
1	1	0	1	#	1	0	0.0	0.0	3	0	2389	2389	0.8333333333333334	0	0	50
1	#	0	#	0	1	1	0.03282796876844061	0.504950495049505	1	0	3996	2389	0.6666666666666666	0	51	101
0	1	0	1	0	0	1	1.0	1.0	5	0	3940	2391	1.0	0	25	25
#	1	1	0	0	0	1	0.0	0.0	1	0	2409	2409	0.8333333333333334	0	0	50
#	0	#	#	1	#	0	0.0010144092976353194	0.25190839694656486	1	0	3976	2418	0.3333333333333333	0	99	393
0	#	0	0	0	0	1	0.0	0.0	1	0	2419	2419	0.8333333333333334	0	0	49
#	1	1	1	1	1	1	1.0	1.0	3	0	3959	2433	0.8333333333333334	0	48	48
0	0	#	0	#	#	1	0.0328604910254172	0.5050505050505051	2	0	3987	2433	0.5	0	100	198
#	1	#	#	1	1	1	0.23936104164300337	0.7512953367875648	1	0	3995	2438	0.5	0	145	193
1	0	0	1	#	0	1	0.03125	0.5	3	0	3947	2445	0.8333333333333334	0	24	48
#	1	1	#	0	#	0	0.03125	0.5	1	0	3992	2465	0.5	0	96	192
#	#	1	#	1	#	1	0.23524118101521485	0.7486910994764397	3	0	3997	2467	0.3333333333333333	0	286	382
#	0	0	1	1	#	1	0.03125	0.5	3	0	3991	2469	0.6666666666666666	0	48	96
#	1	#	0	0	1	1	0.03125	0.5	2	0	3996	2476	0.6666666666666666	0	48	96
#	#	0	1	1	1	0	0.0008770006436198542	0.24468085106382978	1	0	3960	2493	0.6666666666666666	0	23	94
#	0	#	#	0	#	1	0.0010160410986291397	0.2519893899204244	1	0	3983	2496	0.3333333333333333	0	95	377
0	#	1	1	1	1	0	0.0	0.0	1	0	2506	2506	0.8333333333333334	0	0	47
1	#	1	1	1	1	1	1.0	1.0	5	0	3988	2511	0.8333333333333334	0	47	47
0	1	0	0	1	1	1	0.0	0.0	1	0	2518	2518	1.0	0	0	23
#	0	1	0	#	1	0	0.0009765625	0.25	1	0	3955	2534	0.6666666666666666	0	23	92
0	1	0	1	1	#	0	0.0	0.0	1	0	2535	2535	0.8333333333333334	0	0	46
1	1	1	0	#	0	1	0.0	0.0	1	0	2536	2536	0.8333333333333334	0	0	46
0	#	0	1	#	1	1	0.03125	0.5	5	0	3998	2540	0.6666666666666666	0	46	92
#	1	0	1	1	0	0	0.03125	0.5	1	0	3965	2556	0.8333333333333334	0	23	46
1	#	0	1	1	#	0	0.0009229185410844646	0.24719101123595505	1	0	3965	2557	0.6666666666666666	0	22	89
0	#	0	1	1	0	1	0.03125	0.5	1	0	3968	2567	0.8333333333333334	0	22	44
1	0	#	0	#	1	0	0.029533393314702866	0.4943820224719101	2	0	3977	2570	0.6666666666666666	0	44	89
0	#	0	1	0	0	1	0.03125	0.5	3	0	3940	2572	0.8333333333333334	0	22	44
#	#	1	1	1	0	1	0.2373046875	0.75	3	0	3956	2586	0.6666666666666666	0	66	88
0	1	#	1	1	1	0	0.0	0.0	1	0	2589	2589	0.8333333333333334	0	0	44
1	0	0	#	#	#	1	0.03125	0.5	2	0	3991	2591	0.5	0	88	176
1	0	#	0	0	1	1	0.0	0.0	1	0	2594	2594	0.8333333333333334	0	0	44
#	0	#	#	1	0	0	0.001127931772709717	0.2573099415204678	1	0	3976	2603	0.5	0	44	171
#	1	0	1	#	#	0	0.0010642235540975387	0.2543352601156069	1	0	3970	2607	0.5	0	44	173
0	1	1	#	1	0	1	0.03125	0.5	2	0	3956	2607	0.8333333333333334	0	22	44
0	1	1	1	1	0	1	1.0	1.0	5	0	3956	2616	1.0	0	21	21
0	1	1	#	1	#	0	0.03313199974363615	0.5058823529411764	1	0	3981	2624	0.6666666666666666	0	43	85
#	0	#	1	0	#	1	0.0009765625	0.25	1	0	3969	2624	0.5	0	43	172
#	0	#	1	1	#	1	0.24432505180968345	0.7543859649122807	1	0	3991	2629	0.5	0	129	171
#	1	1	1	0	0	0	0.03125	0.5	5	0	3974	2636	0.8333333333333334	0	21	42
0	1	#	0	#	#	1	0.0	0.0	1	0	2638	2638	0.5	0	0	169
0	#	0	#	0	#	1	0.0009191340251042948	0.2469879518072289	1	0	3998	2668	0.5	0	41	166
0	1	1	#	1	#	1	0.03317844212454346	0.5060240963855421	4	0	3959	2674	0.6666666666666666	0	42	83
0	#	#	#	1	#	0	0.03125	0.5	1	0	3985	2677	0.3333333333333333	0	166	332
0	1	1	0	#	1	1	0.0	0.0	1	0	2683	2683	0.8333333333333334	0	0	41
0	#	0	1	1	#	0	0.0276204464877974	0.4878048780487805	1	0	3960	2686	0.6666666666666666	0	40	82
0	1	0	#	0	0	0	0.03125	0.5	3	0	3961	2693	0.8333333333333334	0	20	40
1	#	#	1	1	#	1	0.2348881629707487	0.7484662576687117	3	0	3991	2697	0.5	0	122	163
0	0	#	1	1	1	1	0.03525146660039371	0.5121951219512195	3	0	3990	2701	0.8333333333333334	0	21	41
0	0	#	#	0	1	1	0.03322723394276193	0.5061728395061729	2	0	3983	2702	0.6666666666666666	0	41	81
1	1	0	0	#	#	1	0.03322723394276193	0.5061728395061729	2	0	3996	2708	0.6666666666666666	0	41	81
0	0	1	#	1	#	0	0.0	0.0	1	0	2715	2715	0.6666666666666666	0	0	80
1	#	1	1	1	#	1	0.2373046875	0.75	3	0	3988	2715	0.6666666666666666	0	60	80
#	1	1	0	0	#	1	0.001039954939090475	0.25316455696202533	2	0	3993	2752	0.6666666666666666	0	20	79
1	1	#	1	#	1	1	1.0	1.0	2	0	3951	2752	0.6666666666666666	0	76	76
#	0	1	0	0	0	0	0.03125	0.5	1	0	3989	2760	0.8333333333333334	0	20	40
0	#	0	1	1	#	1	0.03333261677576752	0.5064935064935064	2	0	3995	2768	0.6666666666666666	0	39	77
1	#	#	0	#	1	1	0.23990099414539548	0.7516339869281046	2	0	3997	2780	0.5	0	115	153
0	#	1	#	0	0	0	0.0009765625	0.25	1	0	3954	2783	0.6666666666666666	0	19	76
1	#	#	0	0	#	1	0.0009765625	0.25	1	0	3996	2788	0.5	0	38	152
1	0	0	#	#	0	1	0.029221486406584365	0.49333333333333335	2	0	3947	2790	0.6666666666666666	0	37	75
0	#	#	1	1	0	1	0.23207791712921816	0.7466666666666667	1	0	3968	2796	0.6666666666666666	0	56	75
0	1	1	#	0	0	1	0.03125	0.5	3	0	3957	2801	0.8333333333333334	0	19	38
1	0	#	1	#	#	0	0.03231282844749583	0.5033557046979866	2	0	3999	2804	0.5	0	75	149
1	1	#	#	#	1	1	1.0	1.0	2	0	3996	2809	0.5	0	147	147
0	#	0	#	#	0	1	0.0009433492155900188	0.2482758620689655	1	0	3968	2830	0.5	0	36	145
#	0	1	#	0	0	1	0.029167432617460975	0.4931506849315068	1	0	3979	2834	0.6666666666666666	0	36	73
#	#	#	1	#	#	0	0.007458637101249323	0.3754325259515571	1	0	3999	2844	0.16666666666666666	0	217	578
#	#	#	0	#	0	1	0.0009765625	0.25	1	0	3979	2846	0.3333333333333333	0	72	288
0	0	#	0	#	1	1	0.03125	0.5	2	0	3987	2855	0.6666666666666666	0	36	72
#	1	0	#	0	#	1	0.029110420452305347	0.49295774647887325	3	0	3998	2857	0.5	0	70	142
1	1	1	#	0	1	0	0.0	0.0	1	0	2896	2896	0.8333333333333334	0	0	35
0	1	#	1	0	0	0	0.0	0.0	1	0	2897	2897	0.8333333333333334	0	0	34
1	0	1	#	1	0	0	0.0	0.0	2	0	2904	2904	0.8333333333333334	0	0	34
0	1	1	#	#	#	0	0.03125	0.5	1	0	3982	2918	0.5	0	68	136
#	0	0	0	1	1	0	0.036280637324889	0.5151515151515151	2	0	3971	2921	0.8333333333333334	0	17	33
0	1	1	#	0	0	0	0.03125	0.5	3	0	3954	2929	0.8333333333333334	0	17	34
#	1	0	0	1	1	1	0.03125	0.5	1	0	3964	2953	0.8333333333333334	0	16	32
1	1	1	#	1	0	1	0.0	0.0	2	0	2954	2954	0.8333333333333334	0	0	33
1	0	1	1	#	#	1	0.028986493767943825	0.4925373134328358	2	0	3988	2955	0.6666666666666666	0	33	67
1	#	#	1	#	#	1	0.030655910878788436	0.49808429118773945	1	0	3991	2959	0.3333333333333333	0	130	261
#	0	1	#	1	#	0	0.0	0.0	1	0	2973	2973	0.5	0	0	128
1	#	0	1	1	0	0	0.03125	0.5	1	0	3965	2980	0.8333333333333334	0	16	32
#	1	0	1	0	0	0	0.03662616470883121	0.5161290322580645	1	0	3970	2982	0.8333333333333334	0	16	31
1	0	0	0	0	#	1	0.0	0.0	1	0	2984	2984	0.8333333333333334	0	0	32
0	0	#	#	1	1	1	0.03125	0.5	3	0	3990	2986	0.6666666666666666	0	32	64
0	1	1	#	#	0	0	0.03389684629935409	0.5081967213114754	2	0	3981	2998	0.6666666666666666	0	31	61
1	0	0	1	#	1	1	0.03662616470883121	0.5161290322580645	2	0	3991	3008	0.8333333333333334	0	16	31
0	1	0	#	1	1	1	0.03662616470883121	0.5161290322580645	2	0	3995	3018	0.8333333333333334	0	16	31
1	0	1	0	#	#	0	0.03125	0.5	2	0	3989	3021	0.6666666666666666	0	31	62
#	1	1	#	1	#	1	0.03125	0.5	1	0	3959	3028	0.5	0	60	120
1	1	1	0	#	#	1	0.03125	0.5	1	0	3993	3039	0.6666666666666666	0	30	60
#	1	0	#	0	0	1	0.0007522810467517765	0.23728813559322035	1	0	3940	3061	0.6666666666666666	0	14	59
#	0	1	1	0	#	0	0.03398961265408045	0.5084745762711864	1	0	3999	3063	0.6666666666666666	0	30	59
1	0	0	0	0	1	1	0.0	0.0	1	0	3063	3063	1.0	0	0	15
#	#	1	1	#	#	0	0.001156954627456512	0.25862068965517243	1	0	3999	3072	0.3333333333333333	0	60	232
0	0	1	1	0	1	0	0.0	0.0	2	0	3073	3073	1.0	0	0	14
0	0	1	1	#	#	0	0.0	0.0	1	0	3078	3078	0.6666666666666666	0	0	57
0	0	#	#	#	1	1	0.03554437289622385	0.5130434782608696	1	0	3990	3085	0.5	0	59	115
1	1	#	#	0	0	1	0.0	0.0	1	0	3092	3092	0.6666666666666666	0	0	57
#	0	1	0	1	0	0	0.0	0.0	1	0	3094	3094	0.8333333333333334	0	0	28
0	0	1	0	0	0	1	1.0	1.0	1	0	3979	3096	1.0	0	14	14
0	0	1	1	#	0	1	1.0	1.0	3	0	3969	3104	0.8333333333333334	0	28	28
1	1	0	1	1	0	1	0.0	0.0	1	0	3117	3117	1.0	0	0	14
0	0	1	0	#	#	0	0.0	0.0	1	0	3133	3133	0.6666666666666666	0	0	56
1	#	1	1	#	1	1	0.22301350200402018	0.7407407407407407	2	0	3988	3144	0.6666666666666666	0	40	54
0	#	1	#	1	1	0	0.0008086264863240104	0.24074074074074073	1	0	3948	3144	0.6666666666666666	0	13	54
0	#	1	1	1	0	1	1.0	1.0	4	0	3956	3145	0.8333333333333334	0	26	26
1	0	1	1	#	1	1	0.02587604756236833	0.48148148148148145	1	0	3988	3156	0.8333333333333334	0	13	27
#	#	1	1	1	1	1	1.0	1.0	3	0	3990	3159	0.6666666666666666	0	52	52
1	1	1	0	#	1	0	0.0	0.0	1	0	3166	3166	0.8333333333333334	0	0	26
0	1	1	#	1	1	1	0.038020403200000004	0.52	3	0	3959	3188	0.8333333333333334	0	13	25
#	0	1	0	#	0	1	0.22965034521487823	0.7450980392156863	2	0	3979	3192	0.6666666666666666	0	38	51
#	#	1	0	1	1	0	0.0007962623999999999	0.24	1	0	3948	3203	0.6666666666666666	0	12	50
#	#	0	0	1	0	1	0.0008808984181123776	0.24489795918367346	2	0	3937	3211	0.6666666666666666	0	12	49
1	0	0	#	1	1	0	0.0	0.0	1	0	3255	3255	0.8333333333333334	0	0	23
#	#	0	#	1	#	0	0.03125	0.5	1	0	3985	3268	0.3333333333333333	0	90	180
#	#	1	0	#	#	1	0.03304551584475798	0.5056179775280899	1	0	3997	3288	0.3333333333333333	0	90	178
#	0	1	0	0	0	1	0.03125	0.5	1	0	3979	3302	0.8333333333333334	0	11	22
0	#	1	0	0	#	1	0.03125	0.5	1	0	3983	3312	0.6666666666666666	0	22	44
#	1	0	1	0	0	1	0.02448519270213934	0.47619047619047616	1	0	3940	3320	0.8333333333333334	0	10	21
1	#	0	#	0	1	0	0.03125	0.5	1	0	3977	3322	0.6666666666666666	0	21	42
1	#	1	0	#	1	0	0.0007651622719418543	0.23809523809523808	1	0	3955	3327	0.6666666666666666	0	10	42
#	#	1	#	1	0	0	0.007415771484375	0.375	1	0	3986	3346	0.5	0	30	80
1	0	0	#	1	0	1	1.0	1.0	2	0	3947	3349	0.8333333333333334	0	20	20
#	0	1	1	0	1	0	0.03125	0.5	1	0	3999	3365	0.8333333333333334	0	10	20
1	#	1	1	1	0	0	0.040386107340619246	0.5263157894736842	1	0	3986	3371	0.8333333333333334	0	10	19
#	1	#	0	#	#	1	0.0009450631490324207	0.24836601307189543	1	0	3996	3388	0.3333333333333333	0	38	153
0	#	1	#	#	1	1	0.24248581709132566	0.7532467532467533	2	0	3990	3400	0.5	0	58	77
1	#	#	#	#	1	1	0.24262520879670776	0.7533333333333333	1	0	3997	3402	0.3333333333333333	0	113	150
0	0	0	#	#	#	1	0.0	0.0	2	0	3405	3405	0.5	0	0	72
1	#	1	#	1	0	0	0.0357074950308936	0.5135135135135135	2	0	3986	3407	0.6666666666666666	0	19	37
0	0	1	#	0	#	0	0.0	0.0	1	0	3422	3422	0.6666666666666666	0	0	36
1	1	#	1	1	#	1	0.03125	0.5	1	0	3951	3431	0.6666666666666666	0	18	36
1	#	#	#	#	1	0	0.0010121997378178703	0.2517985611510791	1	0	3999	3438	0.3333333333333333	0	35	139
0	0	#	0	0	1	1	0.04158799090330928	0.5294117647058824	2	0	3983	3444	0.8333333333333334	0	9	17
1	1	1	#	#	1	1	1.0	1.0	2	0	3993	3444	0.6666666666666666	0	34	34
#	1	1	0	1	1	0	0.03125	0.5	1	0	3948	3446	0.8333333333333334	0	8	16
#	#	0	1	#	#	0	0.027831934370136695	0.48854961832061067	1	0	3973	3476	0.3333333333333333	0	64	131
0	1	1	#	0	1	1	0.03125	0.5	2	0	3980	3494	0.8333333333333334	0	8	16
1	1	1	1	1	1	1	1.0	1.0	2	0	3944	3503	1.0	0	7	7
#	#	0	1	#	0	0	0.10682523578800285	0.639344262295082	2	0	3970	3504	0.5	0	39	61
1	0	#	#	1	1	0	0.0	0.0	1	0	3510	3510	0.6666666666666666	0	0	31
1	#	0	1	0	#	1	0.0006916460905349794	0.23333333333333334	1	0	3945	3511	0.6666666666666666	0	7	30
#	1	#	#	#	#	1	0.02994810132846361	0.4957627118644068	1	0	3998	3525	0.16666666666666666	0	117	236
0	1	0	#	0	#	1	0.037022548078608386	0.5172413793103449	1	0	3998	3528	0.6666666666666666	0	15	29
